id,start-date,submit-date,network,age-group,country,years-php,years-programming,education,numframeworks,fw-work-choice,fw-work-other,fw-work-reason-easy,fw-work-reason-community,fw-work-reason-tutorials,fw-work-reason-tested,fw-work-reason-features,fw-work-reason-forced,fw-work-reason-other,fw-work-reason-other-why,fw-personal-choice,fw-personal-other,fw-personal-reason-easy,fw-personal-reason-community,fw-personal-reason-tutorials,fw-personal-reason-tested,fw-personal-reason-features,fw-personal-reason-other,fw-personal-reason-other-why,contributes,laravel,yii1,yii2,zf1,zf2,symfony2,phalcon,aura,slim,silex,webiny,cake,fuel,kohana,ci,prado,phpixie,flight,simple,typo,nette,agavi,other
19880,"2015-03-05 19:39:47","2015-03-05 19:41:57",e04165081d09e95b8aa6c8340daefcd0cd5a13a4,3,Singapore,4,4,3,6,Phalcon,,1,,,,,,1,,Laravel,,1,1,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
19893,"2015-03-05 19:48:39","2015-03-05 19:53:45",ed18688d1b188a8f50497c45721bc49a347f5151,3,Germany,4,9,2,3,Laravel,,,,,,,,1,Modulable,Laravel,,,,,,,1,"Easily scalable",No,,,,,,,,,,,,,,,,,,,,,,,
19894,"2015-03-05 19:49:00","2015-03-05 19:54:15",1ef9aa024a5169aae57c19d0384c4c7f79224ee4,3,Norway,5,15,1,4,"Zend Framework 1",,,,,,,1,,,Symfony2,,,,,,,1,"Overall experience of the framework, documentation and community, along with reputation.",No,,,,,,,,,,,,,,,,,,,,,,,
19898,"2015-03-05 19:51:21","2015-03-05 19:53:52",eb59ae43df59f582cab61a469cb9a2f19d963773,3,Algeria,5,6,3,3,"Yii 1",,1,,1,,,,,,Symfony2,,,,1,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
19899,"2015-03-05 19:51:53","2015-03-05 19:55:15",49d6674b83e85183043e99c6a410073cb0429883,3,"United States",11,20,5,5,Laravel,,1,1,1,,,,,,Laravel,,1,1,1,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
19907,"2015-03-05 19:57:40","2015-03-05 20:01:33",9954fe5d34751a3de093849e7375f87cb5a0192d,2,Mexico,1,2,5,1,"No Framework",,1,,,,,,,,"No Framework",,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
19908,"2015-03-05 19:58:09","2015-03-05 20:02:44",0434cc92047519239929426d8ac85342e91e9c05,3,Ukraine,10,14,6,3,"Yii 2",,1,1,,,1,,1,"It's quick :)","Yii 2",,1,1,,,1,1,,"Yes, I help with code (including tests)",,1,,,,,,,,,,,,,,,,,,,,,
19909,"2015-03-05 19:58:03","2015-03-05 20:01:52",0f17f4620251ef266deba500fdf0b7e685062f96,3,Nicaragua,4,6,4,2,Laravel,,1,1,,,1,,,,Laravel,,1,1,,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
19914,"2015-03-05 20:01:21","2015-03-05 20:05:14",56854f16a06d220b93549d5ed32ea3be2db5dc0f,3,Mexico,6,6,5,3,Laravel,,1,,,,,,,,CakePHP,,1,1,1,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
19917,"2015-03-05 20:02:01","2015-03-05 20:08:51",5aaf376d31fc81e6928e3d831f0f9c8eac2fa4bf,3,Poland,6,8,1,3,Symfony2,,1,1,,,,,1,"Beauty of solutions, very flexible and amazing. A fresh breath for a PHP itself! And it define a standards to code right way in PHP!",Symfony2,,1,1,,,1,1,"Quick implementation, ready to use, flexible, comfortable feeling when coding in PHP.",No,,,,,,,,,,,,,,,,,,,,,,,
19918,"2015-03-05 20:01:45","2015-03-05 20:04:59",ca3e25a64ad42dce8df0123136759d66ae61f6c1,4,Poland,20,20,4,6,Laravel,,1,1,1,1,1,,,,Laravel,,1,1,1,1,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
19923,"2015-03-05 20:02:27","2015-03-05 20:05:29",c43dcefc94d8298c2c3b3e4b9f0b4918a0a7ed50,4,Romania,15,25,5,20,Laravel,,,,,,1,,,,Laravel,,,,,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
19929,"2015-03-05 20:02:34","2015-03-05 20:05:00",13eee19cbd6fe7d98814acd57b2c18dadf7c3a87,5,"United States",5,5,2,3,Symfony2,,,1,,1,1,,,,Symfony2,,,1,,1,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
19934,"2015-03-05 20:03:39","2015-03-05 20:05:23",5dd1ec0c35e06440861db1492f2cb4059c9e0271,3,Bolivia,15,15,6,3,Laravel,,,,,,1,,,,"Yii 1",,,,,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
19943,"2015-03-05 20:04:21","2015-03-05 20:08:18",cdb715a2a22bb95def281671de79ccee594504f6,4,Cyprus,13,20,4,2,"No Framework",,1,1,1,1,1,,,,"No Framework",,1,1,,,,,,"Yes, I help with code (including tests)",,,,,,1,,,,,,,,,,,,,,,,,
19960,"2015-03-05 20:05:24","2015-03-05 20:08:36",298cf01821a16a25bc2105ce185d2c0c8bc12bea,3,"United States",15,15,1,4,Laravel,,1,1,,1,,,,,"No Framework",,,,,,,1,"I prefer nodejs",No,,,,,,,,,,,,,,,,,,,,,,,
19962,"2015-03-05 20:05:08","2015-03-05 20:09:32",fe299e6112521bd4155d02fbe55e67eb50da98ee,1,"Dominican Republic",2,6,2,2,CodeIgniter,,,,,,,1,,,CodeIgniter,,,1,,,,,,"Yes, I help with documentation (official docs only)",,,,,,,,,,,,,,,,,,,1,,,,
19964,"2015-03-05 20:05:10","2015-03-05 20:08:01",949d4d670e880b5f9810c24aad5b9f42b9e7a33a,4,"United Kingdom",15,25,1,2,Laravel,,1,1,,,,,,,Laravel,,1,1,1,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
19969,"2015-03-05 20:05:51","2015-03-05 20:10:40",ea0fcdb57efc24cf56ebef0d69467abf3588b84f,4,"New Zealand",2,2,3,1,Laravel,,1,1,1,1,1,,,,Laravel,,1,1,1,1,,,,No,,,,,,,,,,,,,,,,,,,,,,,
19981,"2015-03-05 20:06:40","2015-03-05 20:10:00",e7414b0f29939deb7dc919daea37d822d607cce4,4,"United Kingdom",14,20,5,3,CodeIgniter,,1,,,1,1,,,,CodeIgniter,,1,,1,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
19982,"2015-03-05 20:06:59","2015-03-05 20:41:36",d6427e092eccc24955b1fe146182a327b65d3f00,3,Brazil,17,26,2,3,"Company Internal Framework",,,,,1,,,,,,"Fat-Free Framework (F3)",1,1,1,1,1,1,"Lightweight and fast.",No,,,,,,,,,,,,,,,,,,,,,,,
19983,"2015-03-05 20:07:11","2015-03-05 20:10:28",def9715965d55666c1fa72897a9b46ba52b80679,3,Lebanon,8,10,5,4,"Yii 1",,1,1,,,1,,,,"Yii 1",,1,1,,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
19988,"2015-03-05 20:07:28","2015-03-05 20:10:02",66ae5a3a74e7a43e2cb2f599cdbc38d4a145a72e,2,"United States",10,12,5,1,CakePHP,,1,1,1,1,1,,,,CakePHP,,1,1,1,1,1,,,"Yes, I help with code (including tests)",,,,,,,,,,,,1,,,,,,,,,,,
19989,"2015-03-05 20:07:28","2015-03-05 20:12:11",ac0becf0abfedf5862f9ce0ad974d3631df71149,3,Greece,12,17,6,2,Laravel,,1,1,1,,,,,,"I use a CMS for all my work",,1,1,1,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
19990,"2015-03-05 20:07:05","2015-03-05 20:09:17",b36f3c50c0038e165a5d18d8826622e39eb0ac64,5,Colombia,10,20,5,3,Laravel,,,1,,,1,,,,CodeIgniter,,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
19994,"2015-03-05 20:07:40","2015-03-05 20:10:26",810110e008b12106b497098e9101c57ae89c7895,2,Pakistan,2,5,4,1,"Zend Framework 2",,,,,,,1,,,"Zend Framework 2",,,,,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
19997,"2015-03-05 20:07:43","2015-03-05 20:10:18",276f451ca4a0f276eb8a7ed9bfc0a0904dd2abd0,4,"United States",8,15,1,5,CodeIgniter,,1,1,,1,1,,,,CodeIgniter,,1,1,,1,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
20003,"2015-03-05 20:07:58","2015-03-05 20:10:31",b3f80b10796fd8624255d1ea4547ef0dbc65702b,4,"United States",6,15,5,3,Symfony2,,,,,1,,,,,Symfony2,,,,,1,,,,No,,,,,,,,,,,,,,,,,,,,,,,
20005,"2015-03-05 20:07:42","2015-03-05 20:14:29",e0c4ce5a38fa4040a4a55bfc1ac17afec75942e2,4,Ukraine,10,15,7,2,"Yii 2",,,,,,,1,,,"No Framework",,1,,,,,1,,No,,,,,,,,,,,,,,,,,,,,,,,
20009,"2015-03-05 20:08:10","2015-03-05 20:11:28",a4bb0df683ddf9e44814ba33acd79a1ba900c732,2,Canada,3,3,1,1,Laravel,,1,1,,,,,,,Laravel,,1,1,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
20012,"2015-03-05 20:08:16","2015-03-05 20:14:46",1d7a78436ff19af142b719a8514cc39e0a8f1b0a,3,"South Africa",3,5,1,1,Laravel,,1,1,1,1,1,,,,Laravel,,1,1,1,1,,,,No,,,,,,,,,,,,,,,,,,,,,,,
20033,"2015-03-05 20:09:38","2015-03-05 20:13:12",3b06f21dbab6bc76b2631c252d142a520308acaa,4,"United States",8,12,5,5,Symfony2,,,1,1,,,,,,"I use a CMS for all my work",,1,1,1,1,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
20057,"2015-03-05 20:10:38","2015-03-06 03:58:56",722976ed4d0068e0fcc49ac23d604052340b5ae6,4,France,15,16,6,4,Symfony2,,,1,,,,,,,Symfony2,,,1,,,,,,"Yes, I help with code (including tests)",,,,,,1,,,,,,,,,,,,,,,,,
20065,"2015-03-05 20:11:34","2015-03-05 20:13:29",fa8c606a3ee9630027738ac794e5f05ccea12697,4,Germany,14,26,5,5,"Zend Framework 1",,,,,,,1,,,CakePHP,,,,,1,,,,No,,,,,,,,,,,,,,,,,,,,,,,
20070,"2015-03-05 20:11:19","2015-03-05 20:14:30",426effcf136172af69fc39bc1864a3d7d9a2cd30,4,Croatia,10,15,6,2,Symfony2,,,1,1,1,1,,,,Symfony2,,,1,1,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
20085,"2015-03-05 20:12:07","2015-03-05 20:16:05",33ffd9e8dc7e8fbb3fa0616f3ac1345e19062c30,4,Canada,16,25,6,6,Symfony2,,1,1,,1,1,,,,Symfony2,,1,1,,1,1,,,"Yes, I help with both code and documentation",,,,,,1,,,,1,,,,,,,,,,,,,
20089,"2015-03-05 20:12:27","2015-03-05 20:17:51",0795461c76f1bac0a5437f48445274d9e4f7e991,4,Argentina,5,15,4,4,Laravel,,,1,,,,,,,Laravel,,,1,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
20094,"2015-03-05 20:12:46","2015-03-05 20:21:54",1434dabffaeac81cab7277c672c20b24ac3963f1,3,Brazil,10,10,5,3,Laravel,,1,,,1,,,,,"I use a CMS for all my work",,1,,,,1,,,"Yes, I help with both code and documentation",,,,,,,,,,,,,,,1,,,,,,,,
20099,"2015-03-05 20:13:30","2015-03-05 20:17:03",a8f53150b1ecd2196e8f9b339e96ec93d818cc14,5,"United States",10,50,1,5,"Yii 1",,,,,,1,,,,"Yii 1",,,,,,1,,,"Yes, I help with code (including tests)",,1,,,,,,,,,,,,,,,,,,,,,
20104,"2015-03-05 20:14:22","2015-03-05 20:22:54",fd33af5e66ecf3bc30fab1da9b1a0ebc619d4d08,2,Nepal,2,3,3,2,Laravel,,1,1,,,1,,,,Laravel,,1,1,,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
20111,"2015-03-05 20:14:14","2015-03-05 20:18:02",cf30bb01ed8c88884d01b998785e462350e6c2da,5,Mexico,5,15,1,1,Laravel,,1,1,1,,1,,,,"No Framework",,,,,,,1,"Since I'm more familiar with Laravel I consider using it for my personal dev",No,,,,,,,,,,,,,,,,,,,,,,,
20118,"2015-03-05 20:15:15","2015-03-05 20:17:30",761c428ba2dfc562c58375d1c074db0bff2c4d3d,4,Brazil,10,15,6,4,"Yii 1",,1,,,,,,,,"Yii 1",,1,,,1,,,,No,,,,,,,,,,,,,,,,,,,,,,,
20136,"2015-03-05 20:17:21","2015-03-05 20:50:16",ea8945a150cc5998a548ce3a1a4f66451904091c,2,Tunisia,3,5,3,2,Laravel,,,1,1,,1,,,,Laravel,,,1,1,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
20157,"2015-03-05 20:19:25","2015-03-05 20:25:29",25f10e578891662bf748ba508bf403e5e623e6d8,3,"United States",8,20,2,5,"No Framework",,,,,,,,1,,Phalcon,,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
20175,"2015-03-05 20:20:37","2015-03-05 20:23:35",2a90709c9e4eefe69453e21456765f1140d711d6,2,Brazil,2,3,4,2,Phalcon,,,,,1,1,,1,Faster,"I use a CMS for all my work",,1,1,1,1,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
20177,"2015-03-05 20:21:15","2015-03-05 20:27:07",1ec0ecfb6abfbf743c77a552cd0639f3a9d70948,3,Paraguay,5,7,4,2,Laravel,,1,1,,,,,,,Laravel,,1,1,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
20188,"2015-03-05 20:22:18","2015-03-05 20:26:24",1832d6f081b3f7e713919194c101010afc03114f,3,Guatemala,8,8,1,2,CodeIgniter,,1,1,1,1,,,,,CodeIgniter,,1,1,1,1,,,,No,,,,,,,,,,,,,,,,,,,,,,,
20190,"2015-03-05 20:23:11","2015-03-05 20:26:37",f7a4bee188938130cc77319a5e7622aeec36d606,2,Paraguay,1,6,5,2,"No Framework",,1,1,1,,,1,,,"No Framework",,1,1,1,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
20193,"2015-03-05 20:22:53","2015-03-05 22:04:02",215c7acc68db089d0eabe340b38ef232964489fc,3,"United States",10,10,3,2,"Company Internal Framework",,1,,,1,,1,,,"I use a CMS for all my work",,1,1,1,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
20201,"2015-03-05 20:24:29","2015-03-05 20:32:35",c59c1a42d2cfff29777e62bbe5c4ecc106f24bf5,4,Canada,8,8,1,4,"Zend Framework 2",,,,,,,1,,,Laravel,,1,1,1,1,1,1,"Laravel is a great framework, but the only reason why I chose it here is because I currently only have one side project with a friend and that's what he chose. Personally, I prefer Symfony 2.",No,,,,,,,,,,,,,,,,,,,,,,,
20213,"2015-03-05 20:26:01","2015-03-05 20:28:12",f9d53513c246f82c7bbac8623d75481b37c4b1c2,3,"United Kingdom",10,20,7,3,Slim,,1,,,1,,,,,Slim,,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
20214,"2015-03-05 20:25:48","2015-03-05 20:34:52",3fa41a212c18d88c8a9b4ccbdbef69c6b9a99b73,2,Iran,3,5,4,3,Symfony2,,,1,,,,,,,"No Framework",,1,,,,,,,"Yes, I help with documentation (official docs only)",1,,,,,,,,,,,,,,,,,,,,,,
20220,"2015-03-05 20:27:24","2015-03-05 20:32:32",ea281b07e1beba4e412ecc12ef4e4c420320537f,3,"United Kingdom",8,10,1,3,,Silverstripe,1,1,,1,,,1,"The main attraction of Silverstripe is the great out of the box CMS. I work mainly with very none technical clients, and the simple interface is perfect for them, whilst still extremely customisable for me.",Laravel,,1,1,1,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
20224,"2015-03-05 20:28:10","2015-03-05 20:42:07",eafea0a61e1bd633d4200f9fb64d67c5ddc29846,3,"United Kingdom",6,12,6,9,Symfony2,,,1,,1,,,,,,Drupal7,,1,,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
20247,"2015-03-05 20:30:46","2015-03-05 20:34:42",33ffd9e8dc7e8fbb3fa0616f3ac1345e19062c30,4,Canada,15,25,5,2,Symfony2,,1,1,1,1,1,,,,Symfony2,,1,1,1,1,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
20262,"2015-03-05 20:32:34","2015-03-05 20:38:34",d12c5a1b652ad024792b9772c445e2a6dbc09bb8,2,Pakistan,8,8,1,1,"Company Internal Framework",,1,,,,,,,,"Company Internal Framework",,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
20264,"2015-03-05 20:32:36","2015-03-05 20:41:58",97382eb9311280055598d34ab33d25bc34fb144b,4,"United States",11,30,6,3,Laravel,,1,1,1,,1,,,,Laravel,,1,1,1,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
20267,"2015-03-05 20:33:18","2015-03-05 20:35:24",736114b25962290f953ae2dba19f3d505fd7c311,4,"United States",10,10,4,3,CodeIgniter,,1,,,,,,,,Laravel,,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
20278,"2015-03-05 20:35:12","2015-03-05 20:42:26",11f034c8e15a5a2b61021d966b873f14485f2b0d,4,Netherlands,3,25,6,2,Symfony2,,,,,1,,,,,Symfony2,,,,,1,,,,No,,,,,,,,,,,,,,,,,,,,,,,
20279,"2015-03-05 20:34:56","2015-03-05 21:24:45",c17e44be638893674f25663a4e05ff1722800b5c,5,Canada,15,35,4,2,"Yii 1",,1,1,,1,,,,,"Yii 1",,1,1,,1,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
20285,"2015-03-05 20:35:34","2015-03-05 20:37:23",c5d6f18d87f9be8f24432d27b57893ddd14213f3,5,Greece,15,25,6,3,Laravel,,1,,,,,,,,Laravel,,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
20301,"2015-03-05 20:39:00","2015-03-05 20:44:21",427dd95ac3eaceeadb2ae1fa43d83a6cce9b91b4,5,Netherlands,20,20,5,3,Symfony2,,,1,1,1,1,,,,Symfony2,,,1,1,1,1,,,"Yes, I help with both code and documentation",,,,,,,,,,,,,,,,,,,,,,,Seagull
20304,"2015-03-05 20:39:33","2015-03-05 20:43:51",755b72d0fe6216fe5335f4bbf0614d85b78dfe0e,4,"United Kingdom",4,15,1,1,"We use a CMS for everything",,1,1,1,1,,,,,"No Framework",,,,,,,1,"No framework increased speed to deployment",No,,,,,,,,,,,,,,,,,,,,,,,
20308,"2015-03-05 20:39:59","2015-03-05 20:45:07",03fcbd2d1e79bb807945f4d2199908618872beb7,3,Bulgaria,8,9,5,3,"No Framework",,1,,,,,,,,"No Framework",,1,,,,,,,"Yes, I help with code (including tests)",1,,,,,,,,,,,,,,,,,,,,,,
20317,"2015-03-05 20:40:50","2015-03-05 20:47:46",c86d57075646700677446c2766de37e68d0a2573,4,"United Kingdom",13,34,5,4,CodeIgniter,,1,,1,,1,,,,CodeIgniter,,1,,1,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
20319,"2015-03-05 20:40:55","2015-03-05 20:44:04",a2d9a259ffe5db0891a7cf7aae535c8d08a9349c,4,Argentina,3,3,4,1,Slim,,1,,,1,,,,,Slim,,1,,,1,,,,No,,,,,,,,,,,,,,,,,,,,,,,
20321,"2015-03-05 20:41:47","2015-03-06 08:47:23",e8b43995e6e6cdfd71f2a6f9826609c20b9ba719,3,Greece,4,4,6,1,"Yii 1",,1,1,1,1,,,,,"Yii 1",,1,1,1,1,,,,No,,,,,,,,,,,,,,,,,,,,,,,
20330,"2015-03-05 20:43:09","2015-03-05 20:46:42",f068e1d587452063c7deca30af571dd7341d8550,5,"United States",10,25,5,3,"Yii 2",,1,,,,,,,,"Yii 2",,1,,,,,,,"Yes, I help with code (including tests)",,,1,,,,,,,,,,,,,,,,,,,,
20331,"2015-03-05 20:43:13","2015-03-05 20:44:53",379738d8d8d327f17c489ac7127fdc994973fcb4,4,"United States",10,10,2,2,"Company Internal Framework",,,,,,,,1,"custom purpose","Company Internal Framework",,,,,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
20338,"2015-03-05 20:43:49","2015-03-05 20:45:43",3b06f21dbab6bc76b2631c252d142a520308acaa,4,"United States",10,16,5,2,Symfony2,,1,1,1,1,1,,,,Symfony2,,1,1,1,1,,,,No,,,,,,,,,,,,,,,,,,,,,,,
20344,"2015-03-05 20:44:51","2015-03-05 20:49:01",b7767ec8f003377fa8ebe773aecb688808b2e75c,3,Denmark,12,12,5,3,Silex,,1,,,1,1,,,,Silex,,1,,,1,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
20349,"2015-03-05 20:45:44","2015-03-05 21:02:22",0391f8e313aa1c3ec7f726d746630e930801b306,3,Canada,9,10,6,3,Symfony2,,1,,,,1,,,,Symfony2,,1,,,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
20355,"2015-03-05 20:46:41","2015-03-05 20:53:20",7cedc61711565f1d184eb75e7c8c6f01e12f0fd6,5,Australia,20,30,5,6,Symfony2,,,1,,1,1,,1,"It's been written by someone who has faced real life production issues",Symfony2,,1,1,1,1,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
20359,"2015-03-05 20:47:14","2015-03-05 20:59:52",1152576090a61b09af41338d675ef385fd01552f,3,Israel,5,12,1,2,Laravel,,,,1,1,1,,,,Laravel,,,,1,1,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
20360,"2015-03-05 20:47:52","2015-03-05 21:06:04",34672849936b4513579f332301580dec5088fcf1,4,Italy,5,15,3,2,Phalcon,,1,,,,,,,,Laravel,,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
20372,"2015-03-05 20:50:29","2015-03-05 20:56:44",6e0bf9b3249e084910a211cc2e350bfc41d6adf2,4,"United States",12,12,3,4,CodeIgniter,,1,1,,1,1,,,,CodeIgniter,,1,1,,1,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
20384,"2015-03-05 20:52:12","2015-03-05 21:00:26",40679df95e16ab214ef410848130a87ca6328967,3,Egypt,5,7,3,3,"Company Internal Framework",,1,,,,,1,,,Slim,,1,,1,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
20389,"2015-03-05 20:53:39","2015-03-05 20:56:35",83c47ac6acef2c603767acaabedf21208514e3da,5,"United States",8,10,5,3,CodeIgniter,,1,1,1,,,,,,CodeIgniter,,1,1,1,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
20394,"2015-03-05 20:54:10","2015-03-05 20:58:25",a06dfdfac7f6d28f178efc9a7cacf57502f9a907,5,"United States",16,17,4,4,Laravel,,1,1,1,,1,,,,Laravel,,1,1,1,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
20399,"2015-03-05 20:54:33","2015-03-05 21:00:39",507220a29fa68958192434e22cc5125124d2aaa1,3,Germany,12,20,5,4,Symfony2,,1,1,1,1,1,,,,Symfony2,,1,1,1,1,1,,,"Yes, I help with both code and documentation",,,,,,1,,,,1,,,,,,,,,,,,,
20402,"2015-03-05 20:55:36","2015-03-06 13:15:30",21c2bd36d59239733be35efa9834935c51ba2985,3,Chile,10,10,5,2,CodeIgniter,,,,,,,,1,"because the previous developer use it",Laravel,,,,1,1,,,,No,,,,,,,,,,,,,,,,,,,,,,,
20403,"2015-03-05 20:55:29","2015-03-05 21:16:25",c1d1f2b07018f7bedb5e9e6b2962b21484b834ef,5,Netherlands,5,20,4,2,"We use a CMS for everything",,,1,1,,,1,,,"I use a CMS for all my work",,,1,,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
20407,"2015-03-05 20:56:52","2015-03-05 21:01:39",85786cf3d3e75783cc99a43a5528a97fe2fc9f95,1,Romania,3,4,1,2,Phalcon,,1,,,1,1,,1,"Because every detail is optimized and has some unique features.",Phalcon,,1,,,1,1,,,"Yes, I help with documentation (official docs only)",,,,,,,1,,,,,,,,,,,,,,,,
20409,"2015-03-05 20:57:00","2015-03-05 21:04:32",0420f462ab24873e6ae02e9bfb41b28c37c08822,3,Brazil,5,9,3,2,Laravel,,1,,,,,,,,"I use a CMS for all my work",,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
20413,"2015-03-05 20:58:28","2015-03-05 21:03:21",85684797264fab55660dfd96749d6864c1c0ae98,3,Albania,4,5,1,2,CakePHP,,1,,,,,,,,"I use a CMS for all my work",,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
20414,"2015-03-05 20:58:34","2015-03-05 21:03:33",986f84263e4fea8edeb61a541b6ed307c64669de,3,Serbia,6,10,5,3,CodeIgniter,,1,1,,,,,,,CodeIgniter,,1,1,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
20418,"2015-03-05 20:59:21","2015-03-05 21:01:35",0b37f3ab962c39193aaf7863fd38f6105b5ee243,4,Canada,10,20,5,4,CodeIgniter,,1,,1,1,,,,,CodeIgniter,,1,,1,1,,,,No,,,,,,,,,,,,,,,,,,,,,,,
20420,"2015-03-05 20:59:08","2015-03-05 21:01:18",af93bf85e1efa9ed17c53caaf506fc4ab96b52d6,4,"United States",8,18,3,2,"Yii 1",,1,1,,,,,,,"Yii 2",,1,1,1,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
20422,"2015-03-05 20:59:41","2015-03-05 22:22:22",17030ea66005ee5780b37c449c5e340918933f47,4,"United Kingdom",10,12,1,3,"Yii 2",,1,1,,1,,,,,"Yii 2",,,1,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
20427,"2015-03-05 21:00:13","2015-03-05 21:09:10",7647771b1ab50a24a5c240b66cbf28dd01113cc4,5,"United States",1,30,2,1,"No Framework",,1,,,,,,,,"No Framework",,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
20445,"2015-03-05 21:04:03","2015-03-05 21:10:40",abbe8aa180e6fe9b77164040caf176a2c23a7a56,3,Philippines,4,5,2,4,Laravel,,1,1,1,1,1,,,,Laravel,,1,1,1,1,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
20448,"2015-03-05 21:05:03","2015-03-05 22:10:03",fe90be40c607ebf123648a89bb02ea42e5e9bc33,3,Spain,3,8,5,2,Silex,,1,1,1,1,1,,,,Symfony2,,,,,1,,,,No,,,,,,,,,,,,,,,,,,,,,,,
20450,"2015-03-05 21:06:01","2015-03-05 21:09:27",829f720884ad5ce0cf19ec8c1852ccface5d4370,4,"United Kingdom",12,16,6,8,Silex,,1,,,,,,,,Silex,,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
20456,"2015-03-05 21:06:50","2015-03-05 21:12:28",58aa03bd484f16bc15d53386d5f38f5ba056fa6d,3,Poland,7,7,6,4,Laravel,,1,,1,,1,,,,Laravel,,1,,1,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
20464,"2015-03-05 21:08:11","2015-03-05 21:10:07",23ed6d83ac89e008f8374b14aa4652ab1fdc8bd4,4,Belgium,2,10,5,2,Laravel,,1,,,,1,,,,Laravel,,1,,,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
20471,"2015-03-05 21:09:38","2015-03-05 21:14:35",54f921ec197bb3ce012564ae084fc84c1520fa21,4,"United States",2,2,1,1,Symfony2,,,1,,1,1,,1,"Robust, extensible, scalable with large corporate backing to ensure it will be around for years to come. More appealing to larger companies.",Symfony2,,,1,,1,1,,,"Yes, I help with both code and documentation",,,,,,1,,,,,,,,,,,,,,,,,
20475,"2015-03-05 21:10:50","2015-03-05 21:13:56",5dca7e2374fbb2d36184001fdd6f7421a1024711,4,Australia,9,15,5,3,Laravel,,1,1,,,,,,,Laravel,,1,1,,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
20488,"2015-03-05 21:14:01","2015-03-05 21:17:55",84279558ce75b245ab735128b38b4242b57fcf66,3,Moldova,10,10,3,3,Symfony2,,,,1,1,1,,,,Symfony2,,,1,1,1,,,,No,,,,,,,,,,,,,,,,,,,,,,,
